team,season,goalie_gsax,goalie_sv_pct
ANA,20232024,-5.84563415774352,0.8981081936693622
ARI,20232024,1.9923693125173785,0.9031005907707638
BOS,20232024,15.19329978285603,0.9185567927786207
BUF,20232024,8.24297866980753,0.9046990547597876
CAR,20232024,-0.6560371459334091,0.9022538441685892
CBJ,20232024,-0.5266849718989938,0.9055258467087643
CGY,20232024,1.6091904666539913,0.8977563287614969
CHI,20232024,-3.8103194813150925,0.8988820532748178
COL,20232024,3.0968632535228884,0.903766078132445
DAL,20232024,-2.9142190302780566,0.9067829546147533
DET,20232024,-2.1700357560058876,0.9026714518219604
EDM,20232024,1.4501900368566558,0.9066971319136283
FLA,20232024,12.921869167900125,0.9195215126704314
LAK,20232024,7.035875514804335,0.9122025375885375
MIN,20232024,-6.440585991022916,0.8977188007855736
MTL,20232024,4.367615156116792,0.9071188639039962
NJD,20232024,-2.2428091436287683,0.8968704891170954
NSH,20232024,-0.5214418963938984,0.9105230891129523
NYI,20232024,4.701539975644561,0.9158404021823566
NYR,20232024,6.624973661031883,0.9136903031827837
OTT,20232024,-10.084475560632074,0.891759834114246
PHI,20232024,-3.96693382661416,0.8905045440219382
PIT,20232024,0.9754047294070642,0.9037662168304087
SEA,20232024,1.6623225892273819,0.9095072914271389
SJS,20232024,-1.63259983583741,0.8931672972470611
STL,20232024,11.935823046800898,0.9146952777420082
TBL,20232024,-5.610580443078014,0.8978597075607214
TOR,20232024,0.5587370715964616,0.9004294656021856
VAN,20232024,9.937507677202015,0.9107807209540238
VGK,20232024,3.1296466607855673,0.9099199712645478
WPG,20232024,23.648587251187724,0.9250055797918458
WSH,20232024,2.999860371023247,0.9034018533416893
