gameId,season,gameType,gameDate,startTimeUTC,venue,venueCity,homeTeamId,homeTeam,homeAbbrev,awayTeamId,awayTeam,awayAbbrev,homeGoals,awayGoals,homeShotsOnGoal,awayShotsOnGoal,wentToOT,wentToSO,finalPeriodNumber,finalPeriodType,gameState,game_year
2020030152,20202021,3,2021-05-19,2021-05-20T02:30:00Z,Ball Arena,Denver,21,Colorado,COL,19,St. Louis,STL,6,3,35,35,False,False,3,REG,OFF,2020
2020030153,20202021,3,2021-05-21,2021-05-22T01:30:00Z,Enterprise Center,St. Louis,19,St. Louis,STL,21,Colorado,COL,1,5,32,26,False,False,3,REG,OFF,2020
2020030154,20202021,3,2021-05-23,2021-05-23T21:00:00Z,Enterprise Center,St. Louis,19,St. Louis,STL,21,Colorado,COL,2,5,20,34,False,False,3,REG,OFF,2020
2020030161,20202021,3,2021-05-16,2021-05-16T19:00:00Z,T-Mobile Arena,Paradise,54,Vegas,VGK,30,Minnesota,MIN,0,1,42,30,True,False,4,OT,OFF,2020
2020030162,20202021,3,2021-05-18,2021-05-19T02:00:00Z,T-Mobile Arena,Paradise,54,Vegas,VGK,30,Minnesota,MIN,3,1,28,35,False,False,3,REG,OFF,2020
2020030163,20202021,3,2021-05-20,2021-05-21T01:30:00Z,Xcel Energy Center,St. Paul,30,Minnesota,MIN,54,Vegas,VGK,2,5,16,40,False,False,3,REG,OFF,2020
2020030164,20202021,3,2021-05-22,2021-05-23T00:00:00Z,Xcel Energy Center,St. Paul,30,Minnesota,MIN,54,Vegas,VGK,0,4,35,18,False,False,3,REG,OFF,2020
2020030165,20202021,3,2021-05-24,2021-05-25T02:30:00Z,T-Mobile Arena,Paradise,54,Vegas,VGK,30,Minnesota,MIN,2,4,40,14,False,False,3,REG,OFF,2020
2020030166,20202021,3,2021-05-26,2021-05-27T01:00:00Z,Xcel Energy Center,St. Paul,30,Minnesota,MIN,54,Vegas,VGK,3,0,24,23,False,False,3,REG,OFF,2020
2020030167,20202021,3,2021-05-28,2021-05-29T01:00:00Z,T-Mobile Arena,Paradise,54,Vegas,VGK,30,Minnesota,MIN,6,2,34,20,False,False,3,REG,OFF,2020
2020030171,20202021,3,2021-05-20,2021-05-20T23:30:00Z,Scotiabank Arena,Toronto,10,Toronto,TOR,8,Montréal,MTL,1,2,36,30,False,False,3,REG,OFF,2020
2020030172,20202021,3,2021-05-22,2021-05-22T23:00:00Z,Scotiabank Arena,Toronto,10,Toronto,TOR,8,Montréal,MTL,5,1,34,23,False,False,3,REG,OFF,2020
2020030173,20202021,3,2021-05-24,2021-05-24T23:00:00Z,Centre Bell,Montreal,8,Montréal,MTL,10,Toronto,TOR,1,2,29,29,False,False,3,REG,OFF,2020
