team,season,goalie_gsax,goalie_sv_pct
ANA,20202021,-5.540100638582248,0.9022469012955623
ARI,20202021,-1.909684404161006,0.9069886144033882
BOS,20202021,-0.10832580732433181,0.9151862542667075
BUF,20202021,-3.3662403974102357,0.9050712686017063
CAR,20202021,3.7585142284153368,0.9227915924581607
CBJ,20202021,-7.507040536940562,0.9071078382123434
CGY,20202021,-6.51240527897997,0.9035481288657599
CHI,20202021,-7.922369184260333,0.9083562734164338
COL,20202021,-3.373564860852899,0.9087887969657125
DAL,20202021,-5.992116672878499,0.9112099663070826
DET,20202021,-1.747941916502807,0.91310174502117
EDM,20202021,1.7837249854211406,0.9114154236756838
FLA,20202021,-1.7696330835360286,0.9182229579484643
LAK,20202021,-3.0344681743926367,0.9088582053363602
MIN,20202021,-5.17256516716365,0.9120722406959003
MTL,20202021,0.46390106295993344,0.9058785883976177
NJD,20202021,-5.3441926549493965,0.8993342852114307
NSH,20202021,5.972896013462832,0.9230343850269768
NYI,20202021,1.9875486049291018,0.9285053700371925
NYR,20202021,0.016339828503546712,0.9120197333734904
OTT,20202021,-7.123025894049561,0.9000364221861782
PHI,20202021,-14.709611841263909,0.8863061345485315
PIT,20202021,-3.4235094519310976,0.9140391867267453
SJS,20202021,-11.201861224489797,0.8977662418387122
STL,20202021,-1.189966716031283,0.9102795590006593
TBL,20202021,8.68562209155066,0.9126780941929454
TOR,20202021,1.3911011941125193,0.9095923933366292
VAN,20202021,0.013427288252895688,0.9069019907006555
VGK,20202021,9.970483378502696,0.9225045689745244
WPG,20202021,13.671461885507133,0.9189356200339205
WSH,20202021,-5.0945758604692495,0.9063526840162941
