team1,team2,win_pct_diff,goal_diff_per_game_diff,shots_diff,shots_against_diff,pp_diff,pk_diff,xgf_diff,xga_diff,xgf_pct_diff,corsi_diff,hd_diff,goalie_sv_pct_diff,goalie_gsax_diff,h2h_games,team1_h2h_wins,goal_diff,home_win_rate,away_win_rate
BUF,BOS,-0.04885299109007479,-0.2554703555228077,0.4085907026504998,0.5441251871556076,-0.012241935483870953,-0.012603999999999949,0.0006300964573224821,0.0028547232693814303,-0.011033740441299955,0.008387096774193581,-0.002579106291230669,-0.008096971844396283,-8.859364448618596,0,0,0,0.5,0.5
TBL,MTL,0.586501622824728,0.6327828287243447,29.198545216378943,28.54817964718306,0.24518483870967742,0.8206183548387097,0.0557518747393798,0.05017074498134242,0.5264445386655267,0.5167741935483872,0.059335679507191465,0.907482202666818,9.87088836066532,0,0,0,0.5,0.5
CAR,OTT,0.12341741632982117,0.6500254281856694,2.5175740678297736,-3.053415494472411,0.00878461290322577,0.06574029032258066,0.006258071719075858,-0.003655967178259646,0.04672724569309106,0.0741935483870968,0.005917545384471153,0.0018944080097367255,4.897340868715675,0,0,0,0.5,0.5
PIT,PHI,0.032876250421490394,0.4476087445206249,2.173358997414862,2.0666797797010155,0.0753003225806452,0.02034796774193559,0.006620287365500022,0.003751234461846685,0.012918698054592892,0.020645161290322567,0.00920235513834191,0.007668930516298689,2.9877504903042196,0,0,0,0.5,0.5
COL,LAK,0.11908057508634484,0.6187694006996394,2.842769341031861,0.5414220981687556,0.027631806451612922,0.02426358064516121,0.005294912614256464,0.001846728573913839,0.01524550039745709,0.019354838709677358,0.003737823583335645,0.003501174439368482,2.666636903252545,0,0,0,0.5,0.5
DAL,MIN,0.04975529273981927,0.4615501896186396,-0.7441763210514836,-1.6854859524017627,0.024364032258064522,0.04330322580645152,0.0028871250776299415,-0.0006391212060380819,0.017277318914883377,0.011290322580645162,0.005180331843302591,7.207365295103241e-05,2.509534288862567,0,0,0,0.5,0.5
VGK,UTA,0.021166796409387456,0.06075359012678705,2.755041059755193,1.1603758792324257,0.03606329032258063,0.00888535483870978,0.00015079061693475115,-0.004171654650055701,0.022007718104773644,-0.011612903225806437,0.005452261668507617,0.003975228214687543,-3.1856392213791485,0,0,0,0.5,0.5
EDM,ANA,0.15189230105306684,1.1174334669613977,3.2312015286051547,-3.789859114668978,0.11453483870967743,0.032771903225806476,0.009092057684800807,-0.008417451425162772,0.08318544517069315,0.04870967741935478,0.012785394048066764,0.0006899578124390793,-1.0833297719744148,0,0,0,0.5,0.5
