faceoffWinPct,gamesPlayed,goalsAgainst,goalsAgainstPerGame,goalsFor,goalsForPerGame,losses,otLosses,penaltyKillNetPct,penaltyKillPct,pointPct,points,powerPlayNetPct,powerPlayPct,regulationAndOtWins,seasonId,shotsAgainstPerGame,shotsForPerGame,teamFullName,teamId,teamShutouts,ties,wins,winsInRegulation,winsInShootout
0.478308,80,284,3.55,241,3.0125,34,8,0.770833,0.758334,0.525,84,0.176706,0.208835,36,20252026,29.75,25.775,San Jose Sharks,28,0,,38,26,2
0.493679,81,251,3.09876,225,2.77777,33,12,0.793721,0.766817,0.51851,84,0.158139,0.176744,35,20252026,27.76543,25.28395,St. Louis Blues,19,7,,36,32,1
0.46803,81,273,3.37037,238,2.93827,38,4,0.829629,0.807408,0.50617,82,0.166037,0.192452,34,20252026,26.80246,27.98765,Florida Panthers,13,4,,39,31,5
0.51027,81,250,3.08641,228,2.81481,34,12,0.805309,0.778762,0.50617,82,0.165178,0.1875,33,20252026,27.7037,26.35802,Winnipeg Jets,52,0,,35,28,2
0.478319,80,251,3.1375,223,2.7875,35,11,0.723809,0.714286,0.49375,79,0.165137,0.197247,32,20252026,29.425,25.6625,Seattle Kraken,55,2,,34,26,2
0.543139,81,292,3.60493,251,3.09876,35,14,0.845132,0.818585,0.48148,78,0.179487,0.215384,31,20252026,32.37037,26.4074,Toronto Maple Leafs,10,3,,32,23,1
0.545372,81,247,3.04938,231,2.85185,39,9,0.821138,0.796748,0.46296,75,0.20283,0.245283,30,20252026,28.80246,25.24691,New York Rangers,3,3,,33,24,3
0.49244,81,255,3.14814,205,2.53086,39,9,0.847736,0.80247,0.46296,75,0.141592,0.159292,29,20252026,29.93827,28.20987,Calgary Flames,20,2,,33,26,4
0.459977,81,268,3.30864,205,2.53086,39,14,0.863247,0.837607,0.43209,70,0.158798,0.171673,25,20252026,30.12345,24.59259,Chicago Blackhawks,16,5,,28,21,3
0.494485,81,308,3.80246,209,2.58024,48,8,0.76,0.72,0.35802,58,0.193133,0.218884,19,20252026,29.75308,26.1358,Vancouver Canucks,23,2,,25,15,6
