team,season,goalie_gsax,goalie_sv_pct
ANA,20212022,-9.725629695428909,0.9098187029286273
ARI,20212022,-16.542586555777156,0.8906314203274237
BOS,20212022,1.764086776873512,0.9141404789632493
BUF,20212022,-6.930517120328364,0.9010610657627112
CAR,20212022,13.910893549030007,0.9177076731658018
CBJ,20212022,-1.4253206315931848,0.9028254426612679
CGY,20212022,6.506614912701039,0.920252745596688
CHI,20212022,-18.678080758983224,0.8932118459096319
COL,20212022,10.718981488256384,0.9206106775444881
DAL,20212022,0.6656606387227576,0.9127949611805262
DET,20212022,-6.673070488934918,0.8973353606395075
EDM,20212022,-0.9826593832717975,0.9092827230386435
FLA,20212022,10.380321377556625,0.9066397354675155
LAK,20212022,6.276806771402173,0.9065413577630151
MIN,20212022,-9.984054166497277,0.9125504412253613
MTL,20212022,-5.225942718028998,0.8925512023514706
NJD,20212022,-8.170003211603039,0.887512401784455
NSH,20212022,11.037654110514858,0.9134774175216557
NYI,20212022,7.346117915620328,0.9201964022212982
NYR,20212022,14.736999679249102,0.9228507262786355
OTT,20212022,3.7275119717760954,0.9105692710248008
PHI,20212022,-3.5725068317866127,0.9050786645855015
PIT,20212022,5.641062852334871,0.9200168746083125
SEA,20212022,-17.82061553269485,0.8929767837924333
SJS,20212022,0.10673658941096846,0.9094003375073964
STL,20212022,3.5652822825918866,0.9142176500607683
TBL,20212022,17.20066453540524,0.915790418597824
TOR,20212022,-4.122134146341466,0.9059803208259793
VAN,20212022,9.862832358615186,0.9168124444902941
VGK,20212022,2.0581366203235327,0.907280167832976
WPG,20212022,12.335913750131043,0.9144946605718319
WSH,20212022,-5.051664443029403,0.9054245387937822
