faceoffWinPct,goals_against,goalsAgainstPerGame,goals_for,goalsForPerGame,losses,ot_losses,penaltyKillNetPct,pk_pct,pointPct,points,powerPlayNetPct,pp_pct,regulationAndOtWins,seasonId,shots_against_per_game,shots_per_game,teamFullName,teamId,teamShutouts,ties,wins,winsInRegulation,winsInShootout,team,season,win_pct,goal_diff_per_game,name,team.1,position,situation,games_played_y,xGoalsPercentage,corsi_pct,fenwickPercentage,iceTime,xOnGoalFor,xgf,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shots_for,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,gf,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,hdcf,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xga,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shots_against,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,ga,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,hdca,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,goalie_gsax,goalie_sv_pct,games_played,games,xgf_per60,xga_per60,hdcf_per60,hdca_per60,xgf_pct,goals_for_per_game,goals_against_per_game
0.493277,244,2.9756,262,3.19512,31,8,0.822115,0.774039,0.57317,94,0.150943,0.183962,39,20212022,29.98780487804878,34.51219512195122,Vegas Golden Knights,54,3,,43,34,4,VGK,20212022,0.524390243902439,0.21951219512195122,VGK,VGK,Team Level,all,82,0.51,0.52,0.53,298785.0,2742.27,266.57,193.39,639.68,90.14,1526.72,1106.52,254.64,267.9,255.94,2830.0,993.0,1241.0,5064.0,262.0,236.0,35.0,640.0,112.0,1268.0,1305.0,2568.0,3561.0,250.0,556.0,2348.0,1680.0,742.0,723.0,2793.0,756.0,274.0,80.11,92.47,93.98,85.0,94.0,83.0,5098.31,3823.0,3841.29,362.0,42.43,51.13,51.13,257.87,259.36,252.9,2424.25,252.35,170.59,547.57,79.0,1333.71,973.79,242.05,252.53,242.21,2459.0,898.0,1310.0,4667.0,244.0,213.0,47.0,454.0,87.0,1072.0,1287.0,2215.0,3113.0,246.0,559.0,2412.0,2534.0,676.0,659.0,2384.0,700.0,273.0,68.69,87.13,96.51,80.0,86.0,78.0,4653.19,3357.0,3352.81,325.0,37.69,49.64,49.68,240.36,239.97,234.34,2.0581366203235327,0.907280167832976,82,82,0.053530799738942716,0.050675234700537176,0.055022842512174305,0.054822029218334255,0.5137015339551376,3.1951219512195124,2.975609756097561
0.519567,231,2.81707,246,3.0,30,12,0.770562,0.748918,0.56097,92,0.210526,0.234817,37,20212022,31.853658536585368,31.98780487804878,Vancouver Canucks,23,1,,40,32,3,VAN,20212022,0.4878048780487805,0.18292682926829268,VAN,VAN,Team Level,all,82,0.5,0.5,0.5,299031.0,2540.92,249.26,174.87,579.49,85.07,1447.01,1041.3,238.15,249.75,238.62,2623.0,954.0,1205.0,4782.0,246.0,198.0,39.0,600.0,91.0,1095.0,1347.0,2377.0,3331.0,273.0,619.0,2403.0,1901.0,558.0,606.0,2660.0,684.0,233.0,79.77,81.95,87.55,96.0,70.0,80.0,4777.31,3577.0,3579.56,377.0,38.52,47.07,47.29,240.5,240.7,234.09,2532.2,251.24,176.89,574.15,83.91,1428.92,1035.89,241.42,252.47,242.62,2612.0,939.0,1176.0,4727.0,231.0,196.0,34.0,624.0,94.0,1125.0,1281.0,2381.0,3320.0,293.0,635.0,2222.0,1869.0,513.0,624.0,2573.0,744.0,234.0,76.51,89.48,85.26,74.0,84.0,73.0,4751.14,3551.0,3565.81,369.0,39.05,43.17,43.29,247.0,247.97,240.98,9.862832358615186,0.916812444490294,82,82,0.05001354374630055,0.05041082697111671,0.04675100574856787,0.046951653841909365,0.498021978021978,3.0,2.817073170731707
0.507402,253,3.08536,250,3.04878,32,11,0.788793,0.75,0.54268,89,0.178137,0.210526,37,20212022,33.18292682926829,32.25609756097561,Winnipeg Jets,52,5,,39,32,2,WPG,20212022,0.47560975609756095,-0.036585365853658534,WPG,WPG,Team Level,all,82,0.49,0.5,0.5,298626.0,2602.62,270.26,187.32,581.15,85.37,1459.69,1054.22,260.33,271.08,261.12,2645.0,993.0,1088.0,4726.0,250.0,202.0,32.0,589.0,72.0,1146.0,1379.0,2395.0,3388.0,288.0,648.0,2262.0,1921.0,580.0,868.0,2558.0,812.0,268.0,78.33,100.69,91.24,72.0,94.0,84.0,4757.72,3638.0,3656.33,654.0,41.37,45.81,45.86,265.76,266.55,260.59,2674.4,278.14,191.62,607.83,87.18,1475.08,1067.15,265.99,279.12,266.86,2721.0,986.0,1089.0,4796.0,253.0,226.0,44.0,540.0,74.0,1230.0,1384.0,2468.0,3454.0,297.0,677.0,2196.0,1658.0,570.0,876.0,2611.0,806.0,290.0,77.3,99.4,101.43,61.0,98.0,94.0,4795.23,3707.0,3712.63,620.0,42.5,52.47,52.78,267.86,268.57,261.25,12.335913750131043,0.914494660571832,82,82,0.0543006971931446,0.05588394848405698,0.0538466175081875,0.05826686222900886,0.49281546316557256,3.048780487804878,3.0853658536585367
0.513127,231,2.81707,229,2.79268,35,10,0.865116,0.841861,0.51219,84,0.1875,0.221153,35,20212022,32.5609756097561,28.878048780487806,New York Islanders,2,9,,37,34,2,NYI,20212022,0.45121951219512196,-0.024390243902439025,NYI,NYI,Team Level,all,82,0.48,0.47,0.47,298213.0,2291.82,217.06,162.95,523.1,76.14,1291.1,940.64,207.85,218.59,209.33,2368.0,843.0,1034.0,4245.0,229.0,177.0,28.0,523.0,109.0,958.0,1215.0,2139.0,2982.0,274.0,625.0,2228.0,2018.0,499.0,858.0,2418.0,567.0,226.0,72.78,68.28,75.99,84.0,72.0,73.0,4275.11,3211.0,3232.2,479.0,35.59,37.68,37.68,214.97,216.58,211.09,2596.06,239.85,178.69,602.24,86.0,1470.26,1057.17,229.81,240.38,230.28,2670.0,967.0,1235.0,4872.0,231.0,214.0,36.0,514.0,103.0,1141.0,1434.0,2439.0,3406.0,273.0,628.0,2114.0,1636.0,474.0,894.0,2788.0,604.0,245.0,82.59,73.74,83.51,91.0,64.0,76.0,4869.15,3637.0,3636.43,513.0,38.79,45.42,45.42,233.09,233.3,227.36,7.346117915620328,0.9201964022212982,82,82,0.0436721403828807,0.04825745356506926,0.04547085472464313,0.049293625697068875,0.4750607340614126,2.792682926829268,2.817073170731707
0.484744,297,3.62195,258,3.14634,38,7,0.815126,0.785715,0.4939,81,0.15909,0.186363,33,20212022,35.23170731707317,30.036585365853657,Columbus Blue Jackets,29,2,,37,26,4,CBJ,20212022,0.45121951219512196,-0.47560975609756095,CBJ,CBJ,Team Level,all,82,0.45,0.48,0.47,298315.0,2482.55,239.75,169.04,555.48,80.28,1367.1,1028.36,231.01,240.03,231.31,2463.0,977.0,1113.0,4553.0,258.0,175.0,42.0,594.0,93.0,1008.0,1312.0,2205.0,3182.0,284.0,595.0,2257.0,1638.0,584.0,598.0,2529.0,692.0,219.0,75.67,83.32,80.77,86.0,84.0,88.0,4538.5,3440.0,3440.87,317.0,37.07,39.69,39.69,237.14,237.29,231.3,2788.82,289.9,196.96,613.53,89.25,1539.31,1112.11,276.78,292.42,279.19,2889.0,953.0,1073.0,4915.0,297.0,209.0,32.0,641.0,82.0,1169.0,1444.0,2592.0,3545.0,267.0,567.0,2397.0,1436.0,589.0,608.0,2717.0,857.0,268.0,84.14,105.77,100.0,98.0,114.0,85.0,4989.58,3842.0,3882.43,301.0,43.14,49.56,49.56,283.42,285.83,278.1,-1.4253206315931848,0.902825442661268,82,82,0.04822084038683941,0.05830749375659956,0.04404739956086687,0.05390275380051288,0.45265741527423775,3.1463414634146343,3.6219512195121952
0.496061,261,3.18292,211,2.57317,37,13,0.869955,0.852018,0.46951,77,0.138888,0.189814,29,20212022,31.975609756097562,29.26829268292683,San Jose Sharks,28,3,,32,22,3,SJS,20212022,0.3902439024390244,-0.6097560975609756,SJS,SJS,Team Level,all,82,0.46,0.46,0.47,298539.0,2369.97,222.36,165.56,545.52,78.49,1323.5,968.57,214.46,222.35,214.39,2400.0,904.0,1041.0,4345.0,211.0,177.0,32.0,523.0,80.0,993.0,1320.0,2189.0,3093.0,283.0,663.0,2267.0,1980.0,736.0,710.0,2443.0,651.0,210.0,72.51,80.13,69.72,79.0,67.0,65.0,4321.3,3304.0,3289.79,418.0,36.39,40.26,40.26,218.51,217.86,212.92,2635.22,257.29,183.46,600.02,85.66,1474.44,1092.13,247.76,259.24,249.67,2622.0,1071.0,1369.0,5062.0,261.0,185.0,35.0,649.0,89.0,1183.0,1326.0,2361.0,3432.0,278.0,662.0,2303.0,1747.0,694.0,661.0,2699.0,758.0,236.0,78.89,92.31,86.09,82.0,94.0,85.0,5123.4,3693.0,3734.47,306.0,40.11,40.15,40.15,257.24,259.22,253.31,0.1067365894109684,0.9094003375073964,82,82,0.044689638539688284,0.05170982685679258,0.042205540984594975,0.04743098891602102,0.4635880329406859,2.573170731707317,3.182926829268293
0.482039,266,3.2439,228,2.78048,37,14,0.834821,0.808036,0.46341,76,0.200913,0.219178,27,20212022,33.23170731707317,29.20731707317073,Anaheim Ducks,24,4,,31,22,4,ANA,20212022,0.3780487804878049,-0.4634146341463415,ANA,ANA,Team Level,all,82,0.46,0.47,0.47,300120.0,2383.15,215.84,160.52,546.75,78.79,1327.48,996.62,209.32,216.19,209.62,2395.0,931.0,1073.0,4399.0,228.0,173.0,37.0,507.0,82.0,1007.0,1329.0,2167.0,3098.0,295.0,695.0,2174.0,1697.0,501.0,764.0,2519.0,604.0,203.0,72.81,73.45,69.58,75.0,79.0,74.0,4390.37,3326.0,3320.68,397.0,35.06,36.23,36.49,214.41,214.51,211.03,2681.69,248.46,186.21,610.98,89.58,1525.08,1113.69,238.98,250.2,240.66,2725.0,1049.0,1122.0,4896.0,266.0,198.0,22.0,628.0,85.0,1163.0,1434.0,2459.0,3508.0,286.0,690.0,2336.0,1702.0,524.0,828.0,2841.0,732.0,201.0,84.61,88.19,75.66,98.0,108.0,60.0,4938.95,3774.0,3805.71,403.0,40.77,39.0,39.0,250.23,251.74,244.68,-9.725629695428909,0.9098187029286272,82,82,0.043150739704118354,0.04967213114754099,0.04058376649340264,0.04018392642942823,0.4648718500969201,2.7804878048780486,3.2439024390243905
0.459936,287,3.5,229,2.79268,39,11,0.792452,0.764151,0.45731,75,0.184684,0.211711,29,20212022,32.96341463414634,29.890243902439025,Buffalo Sabres,7,1,,32,25,3,BUF,20212022,0.3902439024390244,-0.7073170731707317,BUF,BUF,Team Level,all,82,0.45,0.48,0.47,298470.0,2327.73,210.04,159.56,528.34,75.21,1312.84,962.12,201.89,210.02,201.86,2451.0,827.0,959.0,4237.0,229.0,156.0,34.0,543.0,95.0,952.0,1303.0,2222.0,3049.0,247.0,553.0,2032.0,1246.0,508.0,620.0,2493.0,609.0,176.0,74.45,73.77,61.81,80.0,83.0,66.0,4200.02,3278.0,3263.76,320.0,34.78,31.45,31.45,211.27,211.04,205.55,2575.71,255.95,180.44,576.21,84.37,1442.55,1049.8,245.18,257.16,246.41,2703.0,934.0,897.0,4534.0,287.0,218.0,42.0,531.0,105.0,1102.0,1394.0,2416.0,3350.0,259.0,571.0,2386.0,1517.0,451.0,682.0,2681.0,705.0,251.0,82.64,85.79,87.53,97.0,95.0,95.0,4594.8,3637.0,3668.74,332.0,39.45,51.64,52.09,240.12,241.84,236.66,-6.930517120328364,0.9010610657627112,82,82,0.042223339029048144,0.051452407277113275,0.03538044024525078,0.0504573323952156,0.4507392862507779,2.792682926829268,3.5
0.493629,310,3.78048,227,2.76829,40,10,0.755555,0.737778,0.45121,74,0.118942,0.162995,29,20212022,33.68292682926829,29.451219512195124,Detroit Red Wings,17,4,,32,21,3,DET,20212022,0.3902439024390244,-1.0121951219512195,DET,DET,Team Level,all,82,0.45,0.47,0.46,298925.0,2332.61,232.64,164.98,522.44,74.98,1265.99,932.96,222.76,232.08,222.19,2415.0,779.0,1006.0,4200.0,227.0,190.0,32.0,480.0,72.0,1019.0,1206.0,2188.0,2967.0,283.0,641.0,2247.0,1599.0,462.0,629.0,2272.0,673.0,249.0,66.46,83.12,83.06,73.0,77.0,77.0,4159.56,3194.0,3176.32,346.0,36.6,44.02,44.02,225.23,224.6,218.58,2691.45,282.87,193.23,591.66,85.76,1495.03,1069.45,270.41,285.53,273.01,2762.0,956.0,1091.0,4809.0,310.0,172.0,32.0,603.0,77.0,1175.0,1381.0,2452.0,3408.0,287.0,645.0,2305.0,1564.0,425.0,556.0,2585.0,865.0,268.0,78.04,105.53,99.29,103.0,108.0,99.0,4902.66,3718.0,3767.97,317.0,42.61,38.67,39.57,285.9,288.53,279.85,-6.673070488934918,0.8973353606395075,82,82,0.04669532491427615,0.05677745253826211,0.049979091745421096,0.05379275738061387,0.45128125545576225,2.768292682926829,3.7804878048780486
0.479238,264,3.21951,224,2.7317,42,7,0.839357,0.803213,0.44512,73,0.176954,0.193415,30,20212022,33.41463414634146,30.0609756097561,Ottawa Senators,9,2,,33,26,3,OTT,20212022,0.4024390243902439,-0.4878048780487805,OTT,OTT,Team Level,all,82,0.48,0.48,0.48,298022.0,2479.31,249.73,177.21,550.74,80.42,1366.06,986.85,240.3,250.35,240.92,2465.0,946.0,1087.0,4498.0,224.0,190.0,26.0,548.0,86.0,1107.0,1256.0,2241.0,3187.0,313.0,728.0,2216.0,2417.0,544.0,809.0,2392.0,764.0,255.0,70.87,93.72,85.14,61.0,86.0,77.0,4500.97,3411.0,3413.75,493.0,39.06,38.37,38.79,250.0,250.3,244.62,2697.37,270.68,194.17,594.2,86.25,1500.13,1076.59,260.9,272.49,262.64,2740.0,982.0,1198.0,4920.0,264.0,214.0,40.0,606.0,92.0,1225.0,1321.0,2476.0,3458.0,307.0,715.0,2408.0,2042.0,524.0,789.0,2608.0,856.0,258.0,79.08,102.68,88.91,68.0,111.0,85.0,4949.29,3722.0,3745.22,466.0,43.01,45.59,45.89,267.79,269.44,262.96,3.7275119717760954,0.9105692710248008,82,82,0.05027749629222003,0.05449530571568542,0.05133849178919677,0.05194247404554026,0.47987163966872276,2.731707317073171,3.2195121951219514
0.496394,289,3.52439,213,2.59756,42,12,0.7713,0.762332,0.41463,68,0.167346,0.191836,22,20212022,32.96341463414634,28.804878048780488,Chicago Blackhawks,16,4,,28,16,6,CHI,20212022,0.34146341463414637,-0.926829268292683,CHI,CHI,Team Level,all,82,0.47,0.46,0.46,299778.0,2232.09,203.88,152.74,506.3,72.85,1278.04,918.2,196.47,204.13,196.69,2362.0,770.0,1135.0,4267.0,213.0,127.0,20.0,553.0,80.0,931.0,1228.0,2149.0,2919.0,260.0,582.0,2134.0,2023.0,597.0,738.0,2385.0,571.0,176.0,70.56,68.5,64.81,74.0,79.0,60.0,4223.69,3132.0,3115.16,539.0,33.48,28.31,28.53,208.82,208.87,204.29,2579.64,231.51,177.6,591.63,84.84,1471.56,1063.87,223.63,233.09,225.19,2703.0,918.0,1300.0,4921.0,289.0,183.0,37.0,538.0,80.0,1202.0,1329.0,2414.0,3332.0,286.0,642.0,2165.0,1978.0,665.0,795.0,2829.0,579.0,213.0,84.09,69.77,77.66,119.0,83.0,87.0,4995.5,3621.0,3661.47,567.0,38.62,41.79,41.79,228.34,229.89,225.35,-18.678080758983224,0.8932118459096319,82,82,0.04080619658547325,0.046336288853751774,0.035226067289794445,0.042631547345035326,0.4682698270516089,2.597560975609756,3.524390243902439
0.468472,302,3.68292,245,2.9878,46,9,0.830188,0.801887,0.38414,63,0.093333,0.155555,24,20212022,30.975609756097562,31.24390243902439,New Jersey Devils,1,2,,27,19,3,NJD,20212022,0.32926829268292684,-0.6951219512195121,NJD,NJD,Team Level,all,82,0.5,0.51,0.5,298712.0,2578.41,241.76,172.47,584.86,85.3,1440.47,1051.15,233.02,240.75,232.02,2562.0,1014.0,1142.0,4718.0,245.0,170.0,46.0,632.0,101.0,1045.0,1383.0,2317.0,3331.0,257.0,574.0,2214.0,1561.0,644.0,815.0,2591.0,778.0,207.0,78.8,93.08,69.88,69.0,98.0,78.0,4666.41,3576.0,3544.66,449.0,37.52,39.29,39.29,239.99,238.71,232.35,2538.63,246.15,167.49,581.12,83.35,1395.61,1046.29,238.4,249.25,241.44,2540.0,980.0,1021.0,4541.0,302.0,162.0,50.0,626.0,111.0,960.0,1359.0,2238.0,3218.0,269.0,604.0,2512.0,1839.0,656.0,720.0,2587.0,706.0,227.0,77.36,85.7,83.08,112.0,94.0,96.0,4623.48,3520.0,3572.35,348.0,36.17,38.45,38.49,243.81,246.64,241.84,-8.170003211603039,0.887512401784455,82,82,0.04856048635474972,0.049442272155119316,0.04157851040467072,0.04559575778676451,0.4955012194872005,2.9878048780487805,3.682926829268293
0.521405,294,3.58536,210,2.56097,46,11,0.782978,0.757447,0.37195,61,0.079497,0.125523,24,20212022,33.97560975609756,30.975609756097562,Philadelphia Flyers,4,1,,25,20,1,PHI,20212022,0.3048780487804878,-1.024390243902439,PHI,PHI,Team Level,all,82,0.46,0.47,0.47,298125.0,2486.4,236.92,174.93,568.87,82.01,1349.89,990.38,226.2,235.26,224.64,2540.0,863.0,1096.0,4499.0,210.0,224.0,39.0,565.0,86.0,979.0,1339.0,2330.0,3193.0,287.0,645.0,2448.0,1839.0,470.0,667.0,2461.0,688.0,254.0,69.05,85.77,82.1,66.0,73.0,71.0,4449.79,3403.0,3375.85,440.0,38.92,43.44,44.58,231.26,229.95,223.31,2745.13,279.56,191.92,614.74,87.82,1498.86,1102.11,269.72,282.69,272.75,2786.0,989.0,1234.0,5009.0,294.0,213.0,36.0,674.0,105.0,1131.0,1359.0,2492.0,3481.0,293.0,656.0,2247.0,1758.0,547.0,748.0,2656.0,836.0,283.0,79.3,100.21,100.06,88.0,104.0,102.0,5085.81,3775.0,3819.13,448.0,42.14,43.76,44.11,277.6,280.3,273.67,-3.5725068317866127,0.9050786645855016,82,82,0.04768201257861635,0.05626364779874214,0.05111949685534591,0.0569559748427673,0.4587205700123915,2.5609756097560976,3.5853658536585367
0.476654,284,3.46341,213,2.59756,49,6,0.784753,0.748879,0.36585,60,0.113636,0.145454,24,20212022,28.865853658536587,29.036585365853657,Seattle Kraken,55,3,,27,23,3,SEA,20212022,0.32926829268292684,-0.8658536585365854,SEA,SEA,Team Level,all,82,0.47,0.51,0.5,296989.0,2359.98,213.61,166.92,544.07,78.25,1360.34,953.81,206.77,212.9,206.08,2381.0,936.0,1111.0,4428.0,213.0,167.0,28.0,556.0,80.0,1015.0,1286.0,2168.0,3104.0,267.0,616.0,2154.0,1771.0,582.0,633.0,2502.0,612.0,203.0,71.45,74.69,67.48,83.0,66.0,64.0,4382.35,3317.0,3293.0,344.0,36.71,34.91,34.92,215.41,214.55,210.33,2373.82,243.14,164.55,541.57,78.24,1310.7,954.79,234.43,246.09,237.27,2367.0,926.0,1031.0,4324.0,284.0,198.0,45.0,571.0,84.0,956.0,1200.0,2083.0,3009.0,262.0,608.0,2365.0,1888.0,523.0,669.0,2402.0,647.0,244.0,69.1,79.11,94.93,84.0,95.0,105.0,4404.59,3293.0,3348.23,362.0,36.16,49.4,49.4,229.9,232.75,228.33,-17.82061553269485,0.8929767837924333,82,82,0.04315513369182024,0.049121011215903614,0.04101161995898838,0.049294755024596876,0.4676737821565408,2.597560975609756,3.4634146341463414
0.544854,174,2.12195,301,3.67073,12,5,0.90106,0.872792,0.82317,135,0.193548,0.222222,61,20222023,29.841463414634145,32.97560975609756,Boston Bruins,6,7,,65,54,4,BOS,20222023,0.7926829268292683,1.548780487804878,BOS,BOS,Team Level,all,82,0.54,0.51,0.52,298965.0,2692.42,285.26,192.3,606.41,88.02,1434.61,1046.47,274.91,288.43,278.04,2704.0,950.0,1180.0,4834.0,301.0,230.0,45.0,598.0,92.0,1090.0,1343.0,2403.0,3353.0,346.0,787.0,2557.0,1925.0,564.0,775.0,2498.0,869.0,287.0,77.44,109.8,98.01,109.0,103.0,89.0,4941.5,3654.0,3725.53,321.0,42.95,50.36,50.46,277.75,281.0,274.69,2491.48,241.94,176.46,572.67,82.16,1361.39,985.43,230.19,239.24,227.65,2447.0,974.0,1146.0,4567.0,174.0,230.0,21.0,599.0,87.0,1067.0,1264.0,2273.0,3247.0,341.0,774.0,2136.0,2097.0,758.0,845.0,2449.0,713.0,259.0,69.4,87.72,84.82,48.0,66.0,60.0,4477.88,3421.0,3367.07,412.0,39.63,49.47,49.62,231.89,229.66,223.7,27.008276758446225,0.9309900554490874,82,82,0.057249510812302444,0.04855551653203552,0.05759871556871206,0.051979328683959665,0.5410849772382397,3.6707317073170733,2.1219512195121952
0.528568,210,2.56097,262,3.19512,21,9,0.886718,0.84375,0.68902,113,0.173913,0.197628,48,20222023,26.01219512195122,34.78048780487805,Carolina Hurricanes,12,9,,52,39,4,CAR,20222023,0.6341463414634146,0.6341463414634146,CAR,CAR,Team Level,all,82,0.58,0.6,0.59,299432.0,3026.48,298.51,214.38,744.55,103.59,1675.11,1188.85,282.66,301.69,285.71,2852.0,1373.0,1381.0,5606.0,262.0,360.0,45.0,632.0,97.0,1549.0,1325.0,2590.0,3963.0,283.0,582.0,2618.0,1351.0,738.0,715.0,3079.0,812.0,334.0,88.1,99.34,111.08,100.0,84.0,78.0,5707.61,4225.0,4287.03,309.0,47.59,69.01,69.02,277.09,280.12,270.89,2132.15,213.37,151.95,484.86,70.03,1152.92,849.87,202.44,212.02,201.17,2133.0,790.0,834.0,3757.0,210.0,201.0,21.0,398.0,59.0,919.0,1136.0,1923.0,2713.0,270.0,559.0,2335.0,1847.0,592.0,782.0,2064.0,643.0,216.0,58.39,78.42,76.57,76.0,83.0,51.0,3705.35,2923.0,2891.85,439.0,34.03,43.57,43.6,203.81,202.68,197.84,-0.3206839243021186,0.909464721111922,82,82,0.0598152502070587,0.04275494937080874,0.06692671457960406,0.04328194715327687,0.583164022817848,3.1951219512195124,2.5609756097560976
0.512613,222,2.70731,289,3.52439,22,8,0.865217,0.826087,0.68292,112,0.183035,0.21875,50,20222023,28.23170731707317,34.41463414634146,New Jersey Devils,1,4,,52,39,2,NJD,20222023,0.6341463414634146,0.8170731707317073,NJD,NJD,Team Level,all,82,0.56,0.54,0.54,299270.0,2856.88,302.09,192.02,660.95,95.34,1528.78,1118.89,284.86,304.12,286.89,2822.0,1077.0,1376.0,5275.0,289.0,289.0,39.0,488.0,80.0,1419.0,1334.0,2533.0,3610.0,260.0,560.0,2418.0,1366.0,619.0,768.0,2713.0,871.0,315.0,83.09,109.35,109.65,93.0,110.0,86.0,5338.28,3899.0,3941.52,371.0,42.29,62.13,62.19,282.19,284.16,275.79,2401.55,232.59,162.73,561.97,81.52,1320.64,972.55,223.85,232.56,223.83,2315.0,1017.0,1220.0,4552.0,222.0,226.0,35.0,380.0,58.0,1199.0,1247.0,2093.0,3110.0,255.0,562.0,2299.0,1829.0,565.0,715.0,2381.0,719.0,232.0,69.2,87.15,76.24,61.0,86.0,75.0,4527.54,3332.0,3324.63,362.0,35.83,44.98,45.07,223.35,222.98,218.29,3.670924588936697,0.9094192227181496,82,82,0.06056537574765262,0.04663146991011461,0.06315367393992047,0.04651318207638588,0.5649921448342934,3.524390243902439,2.707317073170732
0.522547,225,2.7439,267,3.25609,22,9,0.825641,0.774359,0.67682,111,0.183574,0.202898,46,20222023,30.902439024390244,31.548780487804876,Vegas Golden Knights,54,3,,51,38,5,VGK,20222023,0.6219512195121951,0.5121951219512195,VGK,VGK,Team Level,all,82,0.53,0.49,0.5,299852.0,2558.24,265.92,182.4,589.73,84.93,1393.35,1006.74,254.09,269.26,257.29,2587.0,937.0,1262.0,4786.0,267.0,242.0,45.0,526.0,85.0,1107.0,1297.0,2320.0,3257.0,235.0,523.0,2445.0,1930.0,718.0,575.0,2489.0,739.0,296.0,72.5,92.94,100.49,79.0,95.0,93.0,4860.86,3524.0,3569.58,278.0,40.19,52.33,52.42,253.63,256.64,250.64,2573.42,237.71,176.48,606.83,85.31,1425.68,1030.99,228.44,236.23,227.02,2534.0,1029.0,1493.0,5056.0,225.0,230.0,32.0,579.0,91.0,1179.0,1259.0,2309.0,3338.0,250.0,544.0,2234.0,2334.0,678.0,694.0,2676.0,646.0,241.0,76.24,78.44,83.02,72.0,83.0,70.0,5007.25,3563.0,3542.41,318.0,38.6,45.83,46.38,229.93,228.71,223.72,-3.4706929278050422,0.907099917878081,82,82,0.0532102503901925,0.04756546562971066,0.05922921974840921,0.04822379040326561,0.5280066715644421,3.2560975609756095,2.7439024390243905
0.530917,220,2.68292,278,3.39024,21,11,0.850806,0.818549,0.67682,111,0.227642,0.260162,49,20222023,29.51219512195122,32.0609756097561,Toronto Maple Leafs,10,5,,50,42,1,TOR,20222023,0.6097560975609756,0.7073170731707317,TOR,TOR,Team Level,all,82,0.54,0.51,0.52,297893.0,2663.45,286.98,195.85,599.19,87.51,1448.78,1020.7,273.18,289.92,276.05,2629.0,1010.0,1128.0,4767.0,278.0,255.0,43.0,538.0,91.0,1143.0,1334.0,2351.0,3361.0,292.0,635.0,2345.0,1775.0,709.0,843.0,2483.0,828.0,328.0,74.83,103.62,108.52,84.0,97.0,97.0,4842.52,3639.0,3684.69,478.0,43.26,56.32,56.41,273.84,276.52,269.34,2469.57,243.0,174.38,570.93,82.23,1349.02,981.45,231.04,241.84,229.93,2420.0,981.0,1214.0,4615.0,220.0,243.0,37.0,502.0,90.0,1160.0,1186.0,2200.0,3181.0,294.0,622.0,2070.0,2537.0,634.0,806.0,2411.0,729.0,261.0,67.97,89.77,85.24,83.0,71.0,66.0,4549.38,3401.0,3365.68,463.0,38.59,51.31,51.31,230.27,229.29,223.48,8.759418040327107,0.913272150562637,82,82,0.057801962449604394,0.04894374825860292,0.06606398941901959,0.05256921109257351,0.5414921317785577,3.3902439024390243,2.682926829268293
