faceoffWinPct,goals_against,goalsAgainstPerGame,goals_for,goalsForPerGame,losses,ot_losses,penaltyKillNetPct,pk_pct,pointPct,points,powerPlayNetPct,pp_pct,regulationAndOtWins,seasonId,shots_against_per_game,shots_per_game,teamFullName,teamId,teamShutouts,ties,wins,winsInRegulation,winsInShootout,team,season,win_pct,goal_diff_per_game,name,team.1,position,situation,games_played_y,xGoalsPercentage,corsi_pct,fenwickPercentage,iceTime,xOnGoalFor,xgf,xReboundsFor,xFreezeFor,xPlayStoppedFor,xPlayContinuedInZoneFor,xPlayContinuedOutsideZoneFor,flurryAdjustedxGoalsFor,scoreVenueAdjustedxGoalsFor,flurryScoreVenueAdjustedxGoalsFor,shots_for,missedShotsFor,blockedShotAttemptsFor,shotAttemptsFor,gf,reboundsFor,reboundGoalsFor,freezeFor,playStoppedFor,playContinuedInZoneFor,playContinuedOutsideZoneFor,savedShotsOnGoalFor,savedUnblockedShotAttemptsFor,penaltiesFor,penalityMinutesFor,faceOffsWonFor,hitsFor,takeawaysFor,giveawaysFor,lowDangerShotsFor,mediumDangerShotsFor,hdcf,lowDangerxGoalsFor,mediumDangerxGoalsFor,highDangerxGoalsFor,lowDangerGoalsFor,mediumDangerGoalsFor,highDangerGoalsFor,scoreAdjustedShotsAttemptsFor,unblockedShotAttemptsFor,scoreAdjustedUnblockedShotAttemptsFor,dZoneGiveawaysFor,xGoalsFromxReboundsOfShotsFor,xGoalsFromActualReboundsOfShotsFor,reboundxGoalsFor,totalShotCreditFor,scoreAdjustedTotalShotCreditFor,scoreFlurryAdjustedTotalShotCreditFor,xOnGoalAgainst,xga,xReboundsAgainst,xFreezeAgainst,xPlayStoppedAgainst,xPlayContinuedInZoneAgainst,xPlayContinuedOutsideZoneAgainst,flurryAdjustedxGoalsAgainst,scoreVenueAdjustedxGoalsAgainst,flurryScoreVenueAdjustedxGoalsAgainst,shots_against,missedShotsAgainst,blockedShotAttemptsAgainst,shotAttemptsAgainst,ga,reboundsAgainst,reboundGoalsAgainst,freezeAgainst,playStoppedAgainst,playContinuedInZoneAgainst,playContinuedOutsideZoneAgainst,savedShotsOnGoalAgainst,savedUnblockedShotAttemptsAgainst,penaltiesAgainst,penalityMinutesAgainst,faceOffsWonAgainst,hitsAgainst,takeawaysAgainst,giveawaysAgainst,lowDangerShotsAgainst,mediumDangerShotsAgainst,hdca,lowDangerxGoalsAgainst,mediumDangerxGoalsAgainst,highDangerxGoalsAgainst,lowDangerGoalsAgainst,mediumDangerGoalsAgainst,highDangerGoalsAgainst,scoreAdjustedShotsAttemptsAgainst,unblockedShotAttemptsAgainst,scoreAdjustedUnblockedShotAttemptsAgainst,dZoneGiveawaysAgainst,xGoalsFromxReboundsOfShotsAgainst,xGoalsFromActualReboundsOfShotsAgainst,reboundxGoalsAgainst,totalShotCreditAgainst,scoreAdjustedTotalShotCreditAgainst,scoreFlurryAdjustedTotalShotCreditAgainst,goalie_gsax,goalie_sv_pct,games_played,games,xgf_per60,xga_per60,hdcf_per60,hdca_per60,xgf_pct,goals_for_per_game,goals_against_per_game
0.525654,211,2.57317,277,3.37804,23,7,0.906976,0.864342,0.67682,111,0.236947,0.269076,50,20232024,25.621951219512194,33.353658536585364,Carolina Hurricanes,12,8,,52,44,2,CAR,20232024,0.6341463414634146,0.8048780487804879,CAR,CAR,Team Level,all,82,0.56,0.59,0.58,298362.0,3003.31,285.86,196.43,761.79,104.08,1629.83,1180.0,270.79,287.62,272.44,2735.0,1423.0,1663.0,5821.0,277.0,312.0,35.0,617.0,11.0,1574.0,1367.0,2458.0,3881.0,283.0,601.0,2551.0,1383.0,621.0,680.0,3129.0,715.0,314.0,87.38,87.83,110.64,91.0,87.0,99.0,5889.97,4158.0,4194.99,313.0,43.44,56.71,56.74,272.56,274.05,266.64,2183.27,220.48,145.04,538.72,73.68,1144.27,854.81,209.31,219.39,208.28,2101.0,876.0,1022.0,3999.0,211.0,237.0,29.0,401.0,5.0,986.0,1137.0,1890.0,2766.0,284.0,605.0,2302.0,1743.0,557.0,699.0,2161.0,559.0,257.0,60.36,70.2,89.92,79.0,70.0,62.0,3957.2,2977.0,2954.5,373.0,32.23,51.4,51.4,201.31,200.37,195.39,-0.6560371459334091,0.9022538441685892,82,82,0.05748587286584753,0.04433808594928308,0.06314477044663865,0.051682184728618255,0.5645613619307185,3.3780487804878048,2.573170731707317
0.512679,198,2.41463,265,3.2317,24,6,0.852233,0.824743,0.67073,110,0.201492,0.235074,49,20232024,27.804878048780488,33.73170731707317,Florida Panthers,13,8,,52,42,3,FLA,20232024,0.6341463414634146,0.8170731707317073,FLA,FLA,Team Level,all,82,0.57,0.56,0.55,298230.0,2881.69,304.96,197.85,692.9,97.55,1547.2,1113.55,281.47,306.77,283.17,2766.0,1188.0,1670.0,5624.0,265.0,317.0,38.0,586.0,11.0,1462.0,1313.0,2501.0,3689.0,389.0,856.0,2426.0,2341.0,564.0,681.0,2928.0,665.0,361.0,81.63,83.92,139.4,86.0,85.0,94.0,5681.89,3954.0,3991.4,367.0,44.85,68.39,68.39,281.41,282.83,266.38,2370.99,230.76,159.44,578.28,82.07,1276.74,945.72,219.96,229.72,219.0,2280.0,993.0,1126.0,4399.0,198.0,249.0,31.0,448.0,7.0,1140.0,1231.0,2082.0,3075.0,360.0,810.0,2306.0,2198.0,462.0,754.0,2414.0,579.0,280.0,66.43,71.3,93.03,62.0,56.0,80.0,4351.8,3273.0,3245.7,393.0,35.76,52.98,53.08,213.44,212.73,206.61,12.921869167900123,0.9195215126704314,82,82,0.06135398853234081,0.04642591288602756,0.07262850819837038,0.05633236092948395,0.5692525946389905,3.231707317073171,2.4146341463414633
0.475866,198,2.41463,259,3.15853,24,6,0.784753,0.771301,0.67073,110,0.166666,0.1875,52,20232024,29.621951219512194,30.353658536585368,Winnipeg Jets,52,8,,52,46,0,WPG,20232024,0.6341463414634146,0.7439024390243902,WPG,WPG,Team Level,all,82,0.5,0.5,0.51,297069.0,2579.34,247.1,173.13,622.72,87.03,1410.7,1052.33,237.75,249.19,239.8,2489.0,1104.0,1310.0,4903.0,259.0,257.0,37.0,555.0,9.0,1181.0,1332.0,2230.0,3334.0,263.0,611.0,2169.0,1851.0,524.0,555.0,2702.0,636.0,255.0,73.52,80.33,93.25,88.0,88.0,83.0,4955.66,3593.0,3633.65,404.0,38.04,53.04,53.09,232.07,234.18,228.84,2541.16,242.81,172.9,628.64,86.54,1382.71,996.4,229.07,242.19,228.53,2429.0,1081.0,1336.0,4846.0,198.0,290.0,29.0,494.0,3.0,1241.0,1284.0,2231.0,3312.0,282.0,648.0,2389.0,1926.0,459.0,685.0,2630.0,595.0,285.0,71.01,74.61,97.2,64.0,57.0,77.0,4803.4,3510.0,3483.66,498.0,38.67,62.75,62.75,218.73,218.08,211.7,23.648587251187724,0.9250055797918458,82,82,0.04990759722488714,0.049041131858255156,0.0515031861284752,0.05756238449653111,0.5043783552080995,3.158536585365854,2.4146341463414633
0.521312,221,2.69512,279,3.40243,23,9,0.818897,0.791339,0.66463,109,0.199218,0.226562,50,20232024,28.585365853658537,28.390243902439025,Vancouver Canucks,23,7,,50,44,0,VAN,20232024,0.6097560975609756,0.7073170731707317,VAN,VAN,Team Level,all,82,0.52,0.51,0.51,297885.0,2512.36,259.89,179.21,603.77,85.4,1374.69,974.03,248.62,262.62,251.28,2328.0,1149.0,1360.0,4837.0,279.0,272.0,43.0,475.0,11.0,1191.0,1249.0,2049.0,3198.0,295.0,656.0,2336.0,2176.0,499.0,492.0,2533.0,620.0,324.0,72.72,77.35,109.83,104.0,84.0,91.0,4928.7,3477.0,3535.84,320.0,39.99,57.97,57.97,241.92,244.83,239.0,2442.16,241.63,168.2,590.31,83.84,1318.85,953.18,228.4,240.15,226.98,2344.0,1012.0,1250.0,4606.0,221.0,278.0,28.0,463.0,7.0,1205.0,1182.0,2123.0,3135.0,300.0,663.0,2145.0,1883.0,389.0,535.0,2473.0,587.0,296.0,67.45,74.02,100.16,78.0,70.0,73.0,4532.96,3356.0,3316.56,286.0,37.97,60.85,60.95,218.65,217.19,210.56,9.937507677202015,0.9107807209540238,82,82,0.052347046679087565,0.048669117276801455,0.06526008358930459,0.05962032327911778,0.5182046578401659,3.402439024390244,2.6951219512195124
0.495045,221,2.69512,263,3.20731,20,15,0.850746,0.824627,0.66463,109,0.19753,0.222222,43,20232024,30.548780487804876,29.25609756097561,Boston Bruins,6,5,,47,36,4,BOS,20232024,0.573170731707317,0.5121951219512195,BOS,BOS,Team Level,all,82,0.5,0.47,0.48,300161.0,2475.73,255.98,174.56,576.9,83.71,1322.39,969.47,244.51,258.56,246.93,2399.0,984.0,1227.0,4610.0,263.0,264.0,35.0,430.0,14.0,1173.0,1239.0,2136.0,3120.0,320.0,708.0,2298.0,2257.0,516.0,698.0,2397.0,681.0,305.0,69.24,85.55,101.18,79.0,93.0,91.0,4684.95,3383.0,3430.48,314.0,38.94,57.78,57.78,237.14,239.2,233.61,2685.66,253.27,182.14,656.54,91.77,1439.72,1055.56,241.2,251.87,239.87,2505.0,1174.0,1418.0,5097.0,221.0,265.0,44.0,582.0,19.0,1332.0,1260.0,2284.0,3458.0,294.0,652.0,2344.0,2381.0,659.0,688.0,2753.0,624.0,302.0,76.87,78.65,97.75,68.0,65.0,88.0,5026.36,3679.0,3638.8,306.0,40.8,56.94,56.94,237.13,235.84,229.53,15.19329978285603,0.9185567927786208,82,82,0.05116853955044126,0.0506268302677563,0.06096728089258765,0.06036760271987367,0.5026607756504664,3.207317073170732,2.6951219512195124
0.47944,252,3.07317,302,3.68292,25,7,0.825757,0.799243,0.65243,107,0.223021,0.244604,48,20232024,29.829268292682926,33.01219512195122,Colorado Avalanche,21,4,,50,42,2,COL,20232024,0.6097560975609756,0.6097560975609756,COL,COL,Team Level,all,82,0.52,0.53,0.52,298164.0,2784.9,291.01,192.55,656.53,91.61,1503.33,1090.97,275.23,292.15,276.4,2707.0,1119.0,1506.0,5332.0,302.0,243.0,33.0,557.0,7.0,1371.0,1346.0,2405.0,3524.0,287.0,615.0,2297.0,1672.0,647.0,603.0,2713.0,809.0,304.0,80.44,99.63,110.93,107.0,111.0,84.0,5380.23,3826.0,3851.91,295.0,42.97,57.05,57.05,276.93,278.13,269.6,2586.85,270.27,180.08,614.75,85.96,1361.47,989.55,252.85,270.42,252.85,2446.0,1057.0,1309.0,4812.0,252.0,286.0,35.0,476.0,12.0,1192.0,1285.0,2194.0,3251.0,307.0,661.0,2494.0,1629.0,632.0,493.0,2528.0,642.0,333.0,70.42,80.82,119.03,78.0,85.0,89.0,4792.03,3503.0,3495.63,269.0,40.46,65.65,65.65,245.01,244.83,237.3,3.0968632535228884,0.903766078132445,82,82,0.05856038958425564,0.054386847506741255,0.06117438724996981,0.06701010182315773,0.5184756271379704,3.682926829268293,3.073170731707317
0.532288,236,2.87804,292,3.56097,27,6,0.821705,0.794574,0.63414,104,0.242798,0.263374,47,20232024,28.134146341463413,33.75609756097561,Edmonton Oilers,22,4,,49,39,2,EDM,20232024,0.5975609756097561,0.6829268292682927,EDM,EDM,Team Level,all,82,0.57,0.55,0.55,298146.0,2891.26,310.61,201.69,672.2,95.93,1511.5,1128.06,294.39,311.53,295.31,2768.0,1152.0,1455.0,5375.0,292.0,311.0,36.0,534.0,7.0,1441.0,1335.0,2476.0,3628.0,306.0,682.0,2514.0,1871.0,707.0,807.0,2727.0,817.0,376.0,81.48,102.54,126.59,85.0,120.0,87.0,5415.03,3920.0,3942.79,442.0,45.06,71.14,71.18,284.49,285.56,276.64,2381.68,230.52,157.77,576.11,80.2,1283.97,937.5,220.03,230.84,220.34,2307.0,960.0,1194.0,4461.0,236.0,216.0,29.0,475.0,13.0,1143.0,1184.0,2071.0,3031.0,279.0,625.0,2209.0,2169.0,670.0,737.0,2403.0,621.0,243.0,70.93,75.62,83.97,84.0,82.0,70.0,4448.63,3267.0,3266.37,421.0,34.95,47.11,47.22,218.24,218.6,212.43,1.4501900368566558,0.9066971319136284,82,82,0.06250830130204665,0.046390694491960316,0.0756676259282365,0.048902215692982635,0.5740025502189863,3.5609756097560976,2.8780487804878048
0.534512,261,3.18292,298,3.63414,26,10,0.794117,0.768908,0.62195,102,0.20168,0.239495,41,20232024,29.829268292682926,32.573170731707314,Toronto Maple Leafs,10,5,,46,33,5,TOR,20232024,0.5609756097560976,0.45121951219512196,TOR,TOR,Team Level,all,82,0.52,0.51,0.51,299754.0,2802.52,291.39,193.64,674.1,94.01,1494.54,1063.33,269.9,293.1,271.56,2671.0,1140.0,1435.0,5246.0,298.0,279.0,21.0,521.0,14.0,1342.0,1357.0,2373.0,3513.0,300.0,673.0,2478.0,2276.0,625.0,787.0,2715.0,756.0,340.0,77.92,95.57,117.9,111.0,106.0,81.0,5301.85,3811.0,3844.49,428.0,43.62,62.88,62.88,272.13,273.83,260.8,2641.23,264.68,180.27,643.93,90.21,1423.62,1025.29,252.27,264.58,252.21,2446.0,1182.0,1447.0,5075.0,261.0,279.0,31.0,485.0,10.0,1330.0,1263.0,2185.0,3367.0,296.0,681.0,2159.0,2527.0,592.0,748.0,2669.0,637.0,322.0,76.03,78.34,110.3,95.0,85.0,81.0,5040.38,3628.0,3615.91,457.0,40.34,61.95,62.09,242.92,242.75,236.45,0.5587370715964616,0.9004294656021856,82,82,0.058325827178286195,0.052979443143377575,0.0680558057607238,0.06445285133809725,0.5240167604797957,3.6341463414634148,3.182926829268293
0.503536,248,3.02439,266,3.2439,30,5,0.79757,0.769231,0.60365,99,0.197026,0.215613,44,20232024,30.573170731707318,32.21951219512195,Nashville Predators,18,4,,47,38,3,NSH,20232024,0.573170731707317,0.21951219512195122,NSH,NSH,Team Level,all,82,0.52,0.52,0.52,297142.0,2753.53,273.29,193.0,668.22,94.12,1487.53,1066.84,260.11,275.79,262.45,2642.0,1141.0,1424.0,5207.0,266.0,287.0,41.0,546.0,10.0,1346.0,1328.0,2376.0,3517.0,299.0,706.0,2349.0,2149.0,651.0,762.0,2769.0,701.0,313.0,78.52,87.84,106.93,89.0,76.0,101.0,5261.56,3783.0,3821.94,421.0,43.13,61.18,61.23,255.18,257.17,250.86,2539.52,250.29,170.93,615.33,87.56,1348.45,998.44,238.57,250.82,239.08,2507.0,964.0,1342.0,4813.0,248.0,271.0,27.0,483.0,10.0,1219.0,1240.0,2259.0,3223.0,313.0,727.0,2316.0,1962.0,592.0,820.0,2549.0,630.0,292.0,71.15,78.91,100.24,85.0,81.0,82.0,4804.68,3471.0,3464.73,473.0,38.03,55.61,55.7,232.63,233.27,227.39,-0.5214418963938984,0.9105230891129524,82,82,0.055183716876106376,0.050539472710017436,0.06320210539068863,0.05896170854339003,0.5219641697543833,3.2439024390243905,3.024390243902439
0.505976,210,2.56097,254,3.09756,27,11,0.889328,0.84585,0.60365,99,0.19758,0.225806,42,20232024,28.01219512195122,31.902439024390244,Los Angeles Kings,26,7,,44,37,2,LAK,20232024,0.5365853658536586,0.5365853658536586,LAK,LAK,Team Level,all,82,0.53,0.53,0.53,298577.0,2769.17,267.84,184.04,672.63,93.42,1488.77,1098.31,254.83,270.02,256.92,2616.0,1189.0,1389.0,5194.0,254.0,317.0,30.0,519.0,7.0,1356.0,1352.0,2362.0,3551.0,288.0,629.0,2328.0,1763.0,424.0,564.0,2837.0,650.0,318.0,77.49,81.43,108.93,86.0,88.0,80.0,5260.1,3805.0,3847.02,383.0,40.56,66.84,66.84,241.57,243.39,236.23,2423.61,234.97,169.8,573.35,80.85,1324.75,952.28,222.64,234.62,222.29,2297.0,1039.0,1356.0,4692.0,210.0,232.0,33.0,484.0,11.0,1189.0,1210.0,2087.0,3126.0,293.0,635.0,2273.0,2041.0,473.0,554.0,2464.0,612.0,260.0,68.84,75.65,90.48,73.0,71.0,66.0,4651.07,3336.0,3317.31,354.0,38.1,50.26,50.26,222.81,222.38,215.86,7.035875514804335,0.9122025375885376,82,82,0.053823301861831284,0.04721797057375485,0.06390311376964736,0.052247828868265137,0.5326863029772677,3.097560975609756,2.5609756097560976
0.517539,267,3.25609,288,3.51219,29,8,0.8547,0.833334,0.59756,98,0.262096,0.28629,42,20232024,29.634146341463413,29.29268292682927,Tampa Bay Lightning,14,4,,45,37,3,TBL,20232024,0.5487804878048781,0.25609756097560976,TBL,TBL,Team Level,all,82,0.51,0.51,0.51,297761.0,2559.93,269.37,177.28,600.43,85.39,1383.75,1000.77,254.7,270.02,255.34,2402.0,1115.0,1428.0,4945.0,288.0,246.0,40.0,478.0,8.0,1241.0,1256.0,2114.0,3229.0,303.0,703.0,2331.0,1982.0,528.0,607.0,2517.0,702.0,298.0,73.8,87.81,107.76,90.0,108.0,90.0,4969.52,3517.0,3529.91,294.0,39.84,54.9,54.93,254.29,254.83,247.55,2474.16,260.06,170.12,590.31,83.81,1329.85,967.84,246.24,260.79,246.87,2430.0,972.0,1360.0,4762.0,267.0,272.0,29.0,441.0,14.0,1170.0,1238.0,2163.0,3135.0,312.0,720.0,2173.0,2053.0,602.0,531.0,2468.0,626.0,308.0,72.91,77.61,109.53,103.0,89.0,75.0,4757.9,3402.0,3408.26,279.0,37.92,58.02,58.02,239.96,240.42,232.65,-5.610580443078014,0.8978597075607214,82,82,0.054279103039014516,0.05240310181655757,0.060048159429878324,0.06206319833692123,0.5087924749258637,3.5121951219512195,3.2560975609756095
0.501952,243,2.96341,263,3.20731,29,8,0.83568,0.793428,0.59756,98,0.170634,0.20238,41,20232024,30.329268292682926,31.073170731707318,Vegas Golden Knights,54,3,,45,34,4,VGK,20232024,0.5487804878048781,0.24390243902439024,VGK,VGK,Team Level,all,82,0.5,0.49,0.5,298515.0,2582.23,251.62,176.49,618.03,86.71,1395.64,1021.5,240.35,253.33,242.01,2548.0,1002.0,1432.0,4982.0,263.0,266.0,32.0,518.0,6.0,1261.0,1236.0,2285.0,3287.0,237.0,529.0,2314.0,2020.0,690.0,565.0,2617.0,641.0,292.0,76.05,78.48,97.09,94.0,83.0,86.0,5023.75,3550.0,3577.38,265.0,39.04,57.77,57.82,232.84,234.4,228.64,2609.95,248.13,176.92,640.99,89.8,1426.08,1034.09,236.08,248.2,236.15,2487.0,1129.0,1611.0,5227.0,243.0,263.0,30.0,487.0,6.0,1340.0,1277.0,2244.0,3373.0,275.0,597.0,2296.0,2135.0,616.0,562.0,2729.0,619.0,268.0,77.09,76.2,94.82,90.0,73.0,80.0,5219.78,3616.0,3616.81,282.0,39.29,53.61,53.64,233.77,233.83,226.27,3.1296466607855673,0.9099199712645478,82,82,0.050574342997839306,0.049872870710014575,0.05869051806441888,0.05386663986734335,0.5034917458729364,3.207317073170732,2.9634146341463414
0.51265,258,3.14634,245,2.9878,27,16,0.76018,0.714933,0.57317,94,0.190476,0.203463,38,20232024,32.76829268292683,30.121951219512194,New York Islanders,2,5,,39,29,1,NYI,20232024,0.47560975609756095,-0.15853658536585366,NYI,NYI,Team Level,all,82,0.48,0.47,0.48,298986.0,2576.93,239.91,172.22,635.42,88.31,1377.44,1011.69,228.26,241.24,229.55,2470.0,1055.0,1296.0,4821.0,245.0,283.0,34.0,464.0,9.0,1205.0,1319.0,2225.0,3280.0,247.0,536.0,2391.0,2062.0,527.0,699.0,2638.0,599.0,288.0,69.03,74.95,95.94,102.0,83.0,60.0,4846.92,3525.0,3545.77,334.0,38.08,60.69,60.73,217.26,218.44,213.05,2795.94,264.71,186.24,685.58,94.34,1506.99,1109.13,251.73,264.01,251.06,2687.0,1160.0,1673.0,5520.0,258.0,296.0,31.0,482.0,5.0,1424.0,1382.0,2429.0,3589.0,254.0,556.0,2273.0,1692.0,542.0,691.0,2936.0,600.0,311.0,78.99,74.78,110.94,91.0,79.0,88.0,5499.95,3847.0,3831.74,353.0,41.3,60.65,61.05,244.96,244.38,237.49,4.701539975644561,0.9158404021823566,82,82,0.048144729184644096,0.05312155084184543,0.05779534827717686,0.06241094900764584,0.47542705402084734,2.9878048780487805,3.1463414634146343
0.499003,248,3.02439,234,2.85365,33,6,0.84186,0.790698,0.56097,92,0.152,0.18,38,20232024,32.15853658536585,28.902439024390244,St. Louis Blues,19,4,,43,31,5,STL,20232024,0.524390243902439,-0.17073170731707318,STL,STL,Team Level,all,82,0.47,0.47,0.47,298647.0,2449.8,238.92,163.65,584.77,81.86,1324.54,975.25,226.81,239.56,227.37,2370.0,999.0,1182.0,4551.0,234.0,228.0,26.0,511.0,10.0,1113.0,1273.0,2136.0,3135.0,251.0,550.0,2253.0,1653.0,726.0,621.0,2511.0,596.0,262.0,70.63,74.8,93.5,82.0,76.0,76.0,4544.72,3369.0,3371.47,348.0,36.86,51.45,51.52,224.27,224.75,218.56,2768.99,273.42,189.08,664.95,93.95,1493.91,1088.7,261.0,273.04,260.68,2637.0,1167.0,1346.0,5150.0,248.0,282.0,30.0,581.0,12.0,1318.0,1363.0,2389.0,3556.0,282.0,627.0,2262.0,1489.0,807.0,581.0,2753.0,763.0,288.0,76.14,95.38,101.9,77.0,92.0,79.0,5161.21,3804.0,3809.89,283.0,41.98,57.81,57.81,257.6,257.8,250.94,11.935823046800898,0.9146952777420082,82,82,0.04800048217460748,0.054931742157128656,0.05263739464987092,0.057860952897568034,0.4663309521021196,2.8536585365853657,3.024390243902439
0.505829,273,3.32926,275,3.35365,32,9,0.825,0.795834,0.55487,91,0.194139,0.230769,38,20232024,32.40243902439025,28.963414634146343,Detroit Red Wings,17,4,,41,27,3,DET,20232024,0.5,0.024390243902439025,DET,DET,Team Level,all,82,0.47,0.47,0.47,298826.0,2477.56,242.89,164.7,592.9,82.99,1333.33,973.19,230.54,243.19,230.83,2375.0,1015.0,1291.0,4681.0,275.0,228.0,42.0,448.0,9.0,1163.0,1267.0,2100.0,3115.0,301.0,642.0,2386.0,1682.0,457.0,591.0,2547.0,575.0,268.0,72.38,70.32,100.19,97.0,93.0,85.0,4659.48,3390.0,3380.06,321.0,37.09,51.61,51.83,228.14,228.63,221.64,2800.45,272.6,186.99,687.39,95.04,1515.24,1109.73,258.81,273.6,259.8,2657.0,1210.0,1470.0,5337.0,273.0,279.0,36.0,544.0,12.0,1432.0,1327.0,2384.0,3594.0,338.0,710.0,2331.0,1644.0,510.0,587.0,2881.0,698.0,288.0,82.35,87.06,103.19,100.0,104.0,69.0,5368.43,3867.0,3890.95,302.0,41.77,56.52,56.52,257.85,258.83,250.21,-2.1700357560058876,0.9026714518219604,82,82,0.04876884876148661,0.054734193142497646,0.05381057873143569,0.05782629356213984,0.47118275815243743,3.3536585365853657,3.3292682926829267
0.466535,252,3.07317,216,2.63414,31,11,0.802575,0.7897,0.55487,91,0.18421,0.20614,36,20232024,30.524390243902438,26.48780487804878,Washington Capitals,15,7,,40,32,4,WSH,20232024,0.4878048780487805,-0.43902439024390244,WSH,WSH,Team Level,all,82,0.47,0.47,0.46,299481.0,2328.04,236.54,160.18,577.5,81.97,1253.74,909.08,222.18,235.95,221.64,2172.0,1047.0,1353.0,4572.0,216.0,294.0,32.0,382.0,17.0,1151.0,1159.0,1956.0,3003.0,259.0,560.0,2126.0,1879.0,628.0,700.0,2347.0,620.0,252.0,67.49,77.93,91.12,76.0,76.0,64.0,4542.9,3219.0,3206.46,399.0,35.83,62.89,62.98,209.38,208.9,201.65,2693.13,262.5,180.55,658.43,91.11,1455.01,1066.4,249.16,264.12,250.73,2503.0,1211.0,1542.0,5256.0,252.0,251.0,24.0,521.0,9.0,1305.0,1376.0,2251.0,3462.0,259.0,560.0,2431.0,1855.0,683.0,652.0,2774.0,639.0,301.0,78.45,80.82,103.23,93.0,96.0,63.0,5300.84,3714.0,3738.96,364.0,40.23,52.24,52.27,250.45,251.92,243.87,2.999860371023247,0.9034018533416892,82,82,0.047389984673485125,0.05259098239955123,0.05048734310356918,0.06030432648481874,0.4739900609169606,2.6341463414634148,3.073170731707317
0.546383,248,3.02439,253,3.08536,32,12,0.82716,0.806585,0.53658,88,0.10687,0.152671,36,20232024,30.24390243902439,32.74390243902439,Pittsburgh Penguins,5,8,,38,32,2,PIT,20232024,0.4634146341463415,0.06097560975609756,PIT,PIT,Team Level,all,82,0.53,0.52,0.51,298289.0,2795.76,286.1,193.62,679.94,96.21,1497.05,1089.15,269.06,286.83,269.83,2685.0,1158.0,1518.0,5361.0,253.0,317.0,30.0,481.0,12.0,1384.0,1396.0,2432.0,3590.0,265.0,567.0,2621.0,1631.0,706.0,672.0,2789.0,709.0,345.0,79.07,88.26,118.77,106.0,72.0,75.0,5376.86,3843.0,3855.26,306.0,43.33,63.4,63.47,265.96,267.01,257.41,2695.8,255.97,181.23,649.92,90.76,1448.69,1075.43,244.48,256.91,245.42,2480.0,1222.0,1341.0,5043.0,248.0,268.0,39.0,495.0,14.0,1310.0,1367.0,2232.0,3454.0,277.0,594.0,2176.0,1749.0,611.0,595.0,2783.0,644.0,275.0,80.76,80.82,94.39,79.0,92.0,77.0,5043.3,3702.0,3704.82,308.0,40.02,53.85,53.9,242.09,243.07,236.01,0.9754047294070642,0.9037662168304088,82,82,0.05754821666236436,0.05148765123755821,0.06939578730694058,0.05531548263596713,0.5277916136292361,3.0853658536585367,3.024390243902439
0.473127,260,3.17073,248,3.02439,34,9,0.756653,0.745248,0.53048,87,0.186813,0.227106,36,20232024,29.71951219512195,30.146341463414632,Minnesota Wild,30,6,,39,32,3,MIN,20232024,0.47560975609756095,-0.14634146341463414,MIN,MIN,Team Level,all,82,0.52,0.5,0.51,299052.0,2624.6,258.04,184.87,612.07,87.5,1435.56,1024.95,242.66,258.51,243.08,2472.0,1131.0,1401.0,5004.0,248.0,250.0,24.0,500.0,13.0,1315.0,1277.0,2224.0,3355.0,330.0,776.0,2192.0,1598.0,497.0,526.0,2653.0,675.0,275.0,73.97,84.01,100.04,73.0,100.0,75.0,5008.08,3603.0,3610.73,244.0,42.12,53.05,53.05,247.11,247.29,237.64,2545.12,238.66,175.8,602.98,84.29,1410.27,1001.0,229.22,239.94,230.5,2437.0,1076.0,1421.0,4934.0,260.0,189.0,21.0,499.0,18.0,1233.0,1314.0,2177.0,3253.0,331.0,780.0,2441.0,1606.0,478.0,518.0,2667.0,595.0,251.0,76.44,74.11,88.11,105.0,76.0,79.0,4962.9,3513.0,3533.73,278.0,39.33,40.88,40.88,237.12,238.48,232.36,-6.440585991022916,0.8977188007855736,82,82,0.0517715982504715,0.04788331126359296,0.055174350948998835,0.050359134866177116,0.5195087578014899,3.024390243902439,3.1707317073170733
0.496789,258,3.14634,231,2.81707,33,11,0.900414,0.834025,0.53048,87,0.106299,0.122047,34,20232024,27.134146341463413,33.02439024390244,Philadelphia Flyers,4,5,,38,30,4,PHI,20232024,0.4634146341463415,-0.32926829268292684,PHI,PHI,Team Level,all,82,0.5,0.52,0.54,298612.0,2776.19,242.31,186.96,690.09,94.54,1509.15,1103.95,232.5,242.74,232.93,2708.0,1119.0,1425.0,5252.0,231.0,264.0,30.0,572.0,2.0,1305.0,1453.0,2477.0,3596.0,297.0,672.0,2321.0,2022.0,496.0,507.0,2942.0,624.0,261.0,79.76,78.21,84.34,95.0,78.0,58.0,5226.19,3827.0,3816.52,321.0,41.26,53.41,53.41,230.15,230.53,225.46,2384.73,238.06,160.64,579.79,80.95,1276.9,943.65,225.08,238.86,225.79,2225.0,1055.0,1637.0,4917.0,258.0,246.0,34.0,414.0,10.0,1155.0,1197.0,1967.0,3022.0,316.0,703.0,2351.0,1810.0,497.0,698.0,2430.0,580.0,270.0,67.41,74.05,96.6,106.0,81.0,71.0,4935.88,3280.0,3292.3,389.0,35.87,53.81,54.38,219.55,220.32,214.05,-3.96693382661416,0.8905045440219382,82,82,0.04868725972164548,0.047833308775266904,0.05244263458936681,0.05425100129934497,0.5044236734184067,2.817073170731707,3.1463414634146343
