team,season,goalie_gsax,goalie_sv_pct
ANA,20252026,-3.3750994474573113,0.8873008942966494
BOS,20252026,16.76475126570568,0.9055249879505296
BUF,20252026,7.268232368726604,0.9088392751327178
CAR,20252026,-0.18925694047178335,0.8892036521138171
CBJ,20252026,6.386134810937729,0.9032463620226033
CGY,20252026,1.9712231623715055,0.9044684727445848
CHI,20252026,3.5048319327731052,0.8985681409405207
COL,20252026,12.335482112005682,0.912859921209716
DAL,20252026,6.994656766228401,0.9054024592212837
DET,20252026,4.634040149169478,0.9009035250924158
EDM,20252026,-2.3847695100582285,0.8886686998403556
FLA,20252026,-7.778529721714,0.8857268520600619
LAK,20252026,2.4698241385618056,0.902551114591955
MIN,20252026,3.1715904879244246,0.9107397609732367
MTL,20252026,7.538692985141402,0.8972893383042865
NJD,20252026,-4.001356438095048,0.894869703774713
NSH,20252026,-5.229820344025715,0.9011720015198647
NYI,20252026,14.996462946369258,0.9010115433819944
NYR,20252026,9.047032527995826,0.9051724439286973
OTT,20252026,-8.93855059188275,0.884580627523766
PHI,20252026,3.2905118112870473,0.8930994422287845
PIT,20252026,-0.6872324893650199,0.88981693603129
SEA,20252026,1.0030310272435203,0.9043633013957113
SJS,20252026,-7.989982758441612,0.8902408269441909
STL,20252026,-3.737063609340954,0.8955410601039273
TBL,20252026,8.576863888869815,0.905343267110429
TOR,20252026,-4.611858168485148,0.8949970250525162
UTA,20252026,4.098203725382176,0.8967324089180977
VAN,20252026,-7.902640194060671,0.8847812833617332
VGK,20252026,-5.397809835486185,0.8852175220763139
WPG,20252026,2.5861174000239955,0.8973133000649133
WSH,20252026,17.861619035386294,0.90517972276697
